ticker,corp_name,sector,industry,Close,Volume
J,Jacobs Solutions,Industrials,Construction & Engineering,115.080002,445900.0
JNJ,Johnson & Johnson,Health Care,Pharmaceuticals,163.630005,6972000.0
JCI,Johnson Controls,Industrials,Building Products,66.0,3799800.0
JPM,JPMorgan Chase,Financials,Diversified Banks,139.190002,8427500.0
JNPR,Juniper Networks,Information Technology,Communications Equipment,29.98,3551500.0
K,Kellogg's,Consumer Staples,Packaged Foods & Meats,65.599998,2153000.0
KDP,Keurig Dr Pepper,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,31.120001,6105000.0
KEY,KeyCorp,Financials,Regional Banks,9.35,19292800.0
KEYS,Keysight,Information Technology,Electronic Equipment & Instruments,158.919998,669800.0
KMB,Kimberly-Clark,Consumer Staples,Household Products,136.389999,1674000.0
KIM,Kimco Realty,Real Estate,Retail REITs,19.040001,3497100.0
KMI,Kinder Morgan,Energy,Oil & Gas Storage & Transportation,16.540001,18217100.0
KLAC,KLA Corporation,Information Technology,Semiconductor Materials & Equipment,458.549988,615300.0
KHC,Kraft Heinz,Consumer Staples,Packaged Foods & Meats,35.549999,6648400.0
KR,Kroger,Consumer Staples,Food Retail,46.650002,3549700.0
LHX,L3Harris,Industrials,Aerospace & Defense,191.720001,880300.0
LH,LabCorp,Health Care,Health Care Services,236.179993,507100.0
LRCX,Lam Research,Information Technology,Semiconductor Materials & Equipment,620.330017,1344000.0
LW,Lamb Weston,Consumer Staples,Packaged Foods & Meats,114.660004,763300.0
LVS,Las Vegas Sands,Consumer Discretionary,Casinos & Gaming,58.02,3759900.0
LDOS,Leidos,Industrials,Diversified Support Services,85.949997,723900.0
LEN,Lennar,Consumer Discretionary,Homebuilding,121.07,1438700.0
LNC,Lincoln Financial,Financials,Multi-line Insurance,24.34,1653100.0
LIN,Linde plc,Materials,Industrial Gases,370.709991,1089700.0
LYV,Live Nation Entertainment,Communication Services,Movies & Entertainment,87.300003,921800.0
LKQ,LKQ Corporation,Consumer Discretionary,Distributors,55.279999,1042200.0
LMT,Lockheed Martin,Industrials,Aerospace & Defense,452.799988,996700.0
L,Loews Corporation,Financials,Multi-line Insurance,58.32,766600.0
LOW,Lowe's,Consumer Discretionary,Home Improvement Retail,217.960007,2498900.0
LYB,LyondellBasell,Materials,Specialty Chemicals,89.209999,1565100.0
MTB,M&T Bank,Financials,Regional Banks,119.169998,1399400.0
MRO,Marathon Oil,Energy,Oil & Gas Exploration & Production,22.16,13375200.0
MPC,Marathon Petroleum,Energy,Oil & Gas Refining & Marketing,113.040001,2351900.0
MKTX,MarketAxess,Financials,Financial Exchanges & Data,262.76001,221300.0
MAR,Marriott International,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",171.509995,1525800.0
MMC,Marsh McLennan,Financials,Insurance Brokers,182.979996,1535300.0
MLM,Martin Marietta Materials,Materials,Construction Materials,442.779999,287400.0
MAS,Masco,Industrials,Building Products,55.459999,1876000.0
MA,Mastercard,Financials,Transaction & Payment Processing Services,377.420013,3327800.0
MTCH,Match Group,Communication Services,Interactive Media & Services,41.560001,5212300.0
MKC,McCormick & Company,Consumer Staples,Packaged Foods & Meats,93.290001,1853300.0
MCD,McDonald's,Consumer Discretionary,Restaurants,289.089996,1850500.0
MCK,McKesson,Health Care,Health Care Distributors,414.089996,392000.0
MDT,Medtronic,Health Care,Health Care Equipment,87.0,4167700.0
MRK,Merck & Co.,Health Care,Pharmaceuticals,113.080002,7677100.0
META,Meta Platforms,Communication Services,Interactive Media & Services,278.470001,24190100.0
MET,MetLife,Financials,Life & Health Insurance,54.060001,5636900.0
MTD,Mettler Toledo,Health Care,Life Sciences Tools & Services,1279.900024,110600.0
MGM,MGM Resorts,Consumer Discretionary,Casinos & Gaming,41.75,2294300.0
MCHP,Microchip Technology,Information Technology,Semiconductors,82.839996,3685600.0
MU,Micron Technology,Information Technology,Semiconductors,65.449997,13803800.0
MSFT,Microsoft,Information Technology,Systems Software,328.600006,21477400.0
MAA,Mid-America Apartment Communities,Real Estate,Residential REITs,149.699997,638500.0
MRNA,Moderna,Health Care,Biotechnology,120.410004,3463200.0
MHK,Mohawk Industries,Consumer Discretionary,Home Furnishings,99.82,583400.0
MOH,Molina Healthcare,Health Care,Managed Health Care,290.0,519000.0
TAP,Molson Coors Beverage Company,Consumer Staples,Brewers,65.669998,2290100.0
MDLZ,Mondelez International,Consumer Staples,Packaged Foods & Meats,73.230003,4951000.0
MPWR,Monolithic Power Systems,Information Technology,Semiconductors,510.910004,364600.0
MNST,Monster Beverage,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,57.709999,5482900.0
MCO,Moody's Corporation,Financials,Financial Exchanges & Data,334.76001,525200.0
MS,Morgan Stanley,Financials,Investment Banking & Brokerage,83.589996,6376400.0
MOS,Mosaic Company (The),Materials,Fertilizers & Agricultural Chemicals,34.349998,3461100.0
MSI,Motorola Solutions,Information Technology,Communications Equipment,280.390015,526100.0
MSCI,MSCI,Financials,Financial Exchanges & Data,463.25,405200.0
NDAQ,"Nasdaq, Inc.",Financials,Financial Exchanges & Data,49.610001,3202400.0
NTAP,NetApp,Information Technology,"Technology Hardware, Storage & Peripherals",73.75,2048100.0
NFLX,Netflix,Communication Services,Movies & Entertainment,415.940002,4634700.0
NWL,Newell Brands,Consumer Discretionary,Housewares & Specialties,8.22,5559600.0
NEM,Newmont,Materials,Gold,42.75,8476700.0
NWSA,News Corp (Class A),Communication Services,Publishing,18.940001,1178000.0
NWS,News Corp (Class B),Communication Services,Publishing,19.15,422000.0
NEE,NextEra Energy,Utilities,Multi-Utilities,74.290001,5669900.0
NKE,"Nike, Inc.",Consumer Discretionary,"Apparel, Accessories & Luxury Goods",111.739998,6884900.0
NI,NiSource,Utilities,Multi-Utilities,27.25,3695000.0
NDSN,Nordson Corporation,Industrials,Industrial Machinery & Supplies & Components,241.820007,358000.0
NSC,Norfolk Southern Railway,Industrials,Rail Transportation,221.850006,1030500.0
NTRS,Northern Trust,Financials,Asset Management & Custody Banks,71.779999,1174100.0
NOC,Northrop Grumman,Industrials,Aerospace & Defense,448.019989,744200.0
NCLH,Norwegian Cruise Line Holdings,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",18.530001,21183100.0
NRG,NRG Energy,Utilities,Independent Power Producers & Energy Traders,35.91,10177800.0
NUE,Nucor,Materials,Steel,155.369995,1128300.0
NVDA,Nvidia,Information Technology,Semiconductors,406.320007,59327900.0
NVR,"NVR, Inc.",Consumer Discretionary,Homebuilding,6149.080078,21800.0
NXPI,NXP Semiconductors,Information Technology,Semiconductors,192.199997,1438500.0
ORLY,O'Reilly Auto Parts,Consumer Discretionary,Specialty Stores,931.650024,344000.0
OXY,Occidental Petroleum,Energy,Oil & Gas Exploration & Production,57.25,11164900.0
ODFL,Old Dominion,Industrials,Cargo Ground Transportation,334.540009,761000.0
OMC,Omnicom Group,Communication Services,Advertising,94.239998,1068600.0
ON,ON Semiconductor,Information Technology,Semiconductors,88.620003,4249200.0
OKE,ONEOK,Energy,Oil & Gas Storage & Transportation,58.599998,2138100.0
ORCL,Oracle Corporation,Information Technology,Application Software,116.779999,8981400.0
OGN,Organon & Co.,Health Care,Pharmaceuticals,20.52,1385400.0
OTIS,Otis Worldwide,Industrials,Industrial Machinery & Supplies & Components,87.120003,1023200.0
PCAR,Paccar,Industrials,Construction Machinery & Heavy Transportation Equipment,79.209999,1782900.0
PKG,Packaging Corporation of America,Materials,Paper & Plastic Packaging Products & Materials,130.919998,442600.0
PANW,Palo Alto Networks,Information Technology,Application Software,243.800003,4653500.0
PARA,Paramount Global,Communication Services,Movies & Entertainment,15.57,9240100.0
PH,Parker Hannifin,Industrials,Industrial Machinery & Supplies & Components,375.470001,778300.0
PAYX,Paychex,Industrials,Human Resource & Employment Services,110.650002,1924200.0
PAYC,Paycom,Information Technology,Application Software,310.799988,372500.0
PYPL,PayPal,Financials,Transaction & Payment Processing Services,66.440002,12214100.0
PNR,Pentair,Industrials,Industrial Machinery & Supplies & Components,61.040001,695400.0
PEP,PepsiCo,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,184.889999,3706100.0
PFE,Pfizer,Health Care,Pharmaceuticals,36.889999,56115100.0
PCG,PG&E Corporation,Utilities,Multi-Utilities,16.860001,10449100.0
PM,Philip Morris International,Consumer Staples,Tobacco,96.769997,3825200.0
PSX,Phillips 66,Energy,Oil & Gas Refining & Marketing,91.519997,2845000.0
PNW,Pinnacle West,Utilities,Multi-Utilities,81.949997,694500.0
PXD,Pioneer Natural Resources,Energy,Oil & Gas Exploration & Production,201.380005,1331100.0
PNC,PNC Financial Services,Financials,Regional Banks,123.730003,2029900.0
POOL,Pool Corporation,Consumer Discretionary,Distributors,354.130005,292600.0
PPG,PPG Industries,Materials,Specialty Chemicals,141.080002,1198400.0
PPL,PPL Corporation,Utilities,Electric Utilities,26.530001,5035100.0
PFG,Principal Financial Group,Financials,Life & Health Insurance,73.059998,832100.0
PG,Procter & Gamble,Consumer Staples,Personal Care Products,148.610001,4352700.0
PGR,Progressive Corporation,Financials,Property & Casualty Insurance,131.949997,1641300.0
PLD,Prologis,Real Estate,Industrial REITs,119.010002,2828900.0
PRU,Prudential Financial,Financials,Life & Health Insurance,85.230003,1791200.0
PEG,Public Service Enterprise Group,Utilities,Electric Utilities,62.150002,1786900.0
PTC,PTC,Information Technology,Application Software,138.300003,683600.0
PSA,Public Storage,Real Estate,Self-Storage REITs,288.839996,804200.0
PHM,PulteGroup,Consumer Discretionary,Homebuilding,76.029999,2266400.0
QRVO,Qorvo,Information Technology,Semiconductors,98.769997,1016900.0
PWR,Quanta Services,Industrials,Construction & Engineering,190.509995,729300.0
QCOM,Qualcomm,Information Technology,Semiconductors,116.629997,9369300.0
DGX,Quest Diagnostics,Health Care,Health Care Services,141.389999,821000.0
RL,Ralph Lauren Corporation,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",118.709999,684200.0
RJF,Raymond James,Financials,Investment Banking & Brokerage,97.919998,628200.0
RTX,Raytheon Technologies,Industrials,Aerospace & Defense,96.550003,3992700.0
O,Realty Income,Real Estate,Retail REITs,59.950001,3159300.0
REG,Regency Centers,Real Estate,Retail REITs,59.490002,652400.0
REGN,Regeneron,Health Care,Biotechnology,784.380005,586800.0
RF,Regions Financial Corporation,Financials,Regional Banks,17.32,8858800.0
RSG,Republic Services,Industrials,Environmental & Facilities Services,147.770004,983000.0
RMD,ResMed,Health Care,Health Care Equipment,214.490005,436400.0
RVTY,Revvity,Health Care,Health Care Equipment,116.709999,843500.0
RHI,Robert Half,Industrials,Human Resource & Employment Services,71.870003,812500.0
ROK,Rockwell Automation,Industrials,Electrical Components & Equipment,318.040009,711100.0
ROL,"Rollins, Inc.",Industrials,Environmental & Facilities Services,41.669998,1090000.0
ROP,Roper Technologies,Information Technology,Electronic Equipment & Instruments,460.200012,363500.0
ROST,Ross Stores,Consumer Discretionary,Apparel Retail,107.610001,1956800.0
RCL,Royal Caribbean Group,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",97.239998,5415000.0
SPGI,S&P Global,Financials,Financial Exchanges & Data,387.01001,855900.0
CRM,Salesforce,Information Technology,Application Software,207.360001,4770100.0
SBAC,SBA Communications,Real Estate,Telecom Tower REITs,224.330002,790300.0
SLB,Schlumberger,Energy,Oil & Gas Equipment & Services,47.360001,6201700.0
STX,Seagate Technology,Information Technology,"Technology Hardware, Storage & Peripherals",60.549999,1419000.0
SEE,Sealed Air,Materials,Paper & Plastic Packaging Products & Materials,38.84,1406700.0
SRE,Sempra Energy,Utilities,Multi-Utilities,146.050003,1010100.0
NOW,ServiceNow,Information Technology,Systems Software,537.969971,966500.0
SHW,Sherwin-Williams,Materials,Specialty Chemicals,251.710007,1109500.0
SPG,Simon Property Group,Real Estate,Retail REITs,111.07,1567600.0
SWKS,Skyworks Solutions,Information Technology,Semiconductors,104.599998,1272000.0
SJM,J.M. Smucker Company (The),Consumer Staples,Packaged Foods & Meats,151.740005,713600.0
SNA,Snap-on,Industrials,Industrial Machinery & Supplies & Components,277.790009,220700.0
SEDG,SolarEdge,Information Technology,Semiconductor Materials & Equipment,247.610001,1331600.0
SO,Southern Company,Utilities,Electric Utilities,71.730003,3078300.0
LUV,Southwest Airlines,Industrials,Passenger Airlines,34.0,5841800.0
SWK,Stanley Black & Decker,Industrials,Industrial Machinery & Supplies & Components,89.510002,1024200.0
SBUX,Starbucks,Consumer Discretionary,Restaurants,98.230003,6068300.0
STT,State Street Corporation,Financials,Asset Management & Custody Banks,70.919998,1810700.0
STLD,Steel Dynamics,Materials,Steel,103.720001,1105900.0
STE,Steris,Health Care,Health Care Equipment,212.0,312500.0
SYK,Stryker Corporation,Health Care,Health Care Equipment,296.839996,807000.0
SYF,Synchrony Financial,Financials,Consumer Finance,32.580002,3079200.0
SNPS,Synopsys,Information Technology,Application Software,417.209991,732200.0
SYY,Sysco,Consumer Staples,Food Distributors,72.370003,3403900.0
TMUS,T-Mobile US,Communication Services,Wireless Telecommunication Services,134.850006,4426700.0
TROW,T. Rowe Price,Financials,Asset Management & Custody Banks,107.019997,937500.0
TTWO,Take-Two Interactive,Communication Services,Interactive Home Entertainment,143.509995,1390700.0
TPR,"Tapestry, Inc.",Consumer Discretionary,"Apparel, Accessories & Luxury Goods",42.799999,2546300.0
TRGP,Targa Resources,Energy,Oil & Gas Storage & Transportation,71.529999,1466900.0
TGT,Target Corporation,Consumer Staples,Consumer Staples Merchandise Retail,134.5,4828400.0
TEL,TE Connectivity,Information Technology,Electronic Manufacturing Services,133.940002,915500.0
TDY,Teledyne Technologies,Information Technology,Electronic Equipment & Instruments,402.01001,253700.0
TFX,Teleflex,Health Care,Health Care Equipment,239.529999,268200.0
TER,Teradyne,Information Technology,Semiconductor Materials & Equipment,105.989998,1548800.0
TSLA,"Tesla, Inc.",Consumer Discretionary,Automobile Manufacturers,241.050003,178849700.0
TXN,Texas Instruments,Information Technology,Semiconductors,168.75,4899600.0
TXT,Textron,Industrials,Aerospace & Defense,65.25,792800.0
TMO,Thermo Fisher Scientific,Health Care,Life Sciences Tools & Services,522.030029,956900.0
TJX,TJX Companies,Consumer Discretionary,Apparel Retail,81.720001,3650300.0
TSCO,Tractor Supply,Consumer Discretionary,Specialty Stores,219.059998,914800.0
TT,Trane Technologies,Industrials,Building Products,186.5,1040400.0
TDG,TransDigm Group,Industrials,Aerospace & Defense,855.340027,216500.0
TRV,Travelers Companies (The),Financials,Property & Casualty Insurance,172.389999,956800.0
TRMB,Trimble Inc.,Information Technology,Electronic Equipment & Instruments,50.610001,896400.0
TFC,Truist,Financials,Regional Banks,30.09,11395800.0
TYL,Tyler Technologies,Information Technology,Application Software,402.049988,489800.0
TSN,Tyson Foods,Consumer Staples,Packaged Foods & Meats,50.23,2209100.0
USB,U.S. Bank,Financials,Diversified Banks,32.32,11246600.0
UDR,"UDR, Inc.",Real Estate,Residential REITs,41.490002,1776700.0
ULTA,Ulta Beauty,Consumer Discretionary,Specialty Stores,463.570007,787000.0
UNP,Union Pacific Corporation,Industrials,Rail Transportation,201.330002,1764800.0
UAL,United Airlines Holdings,Industrials,Passenger Airlines,53.32,4960500.0
UPS,United Parcel Service,Industrials,Air Freight & Logistics,172.75,3762800.0
URI,United Rentals,Industrials,Trading Companies & Distributors,412.779999,745400.0
UNH,UnitedHealth Group,Health Care,Managed Health Care,479.059998,2968000.0
UHS,Universal Health Services,Health Care,Health Care Facilities,152.080002,491800.0
VLO,Valero Energy,Energy,Oil & Gas Refining & Marketing,112.989998,3151400.0
VTR,Ventas,Real Estate,Health Care REITs,45.869999,1981000.0
VRSN,Verisign,Information Technology,Internet Services & Infrastructure,219.449997,344800.0
VRSK,Verisk,Industrials,Research & Consulting Services,223.0,1284200.0
VZ,Verizon,Communication Services,Integrated Telecommunication Services,36.110001,15834500.0
VRTX,Vertex Pharmaceuticals,Health Care,Biotechnology,347.450012,1464400.0
VFC,VF Corporation,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",18.440001,5161400.0
VTRS,Viatris,Health Care,Pharmaceuticals,9.85,7386000.0
VICI,Vici Properties,Real Estate,Hotel & Resort REITs,31.4,5635800.0
V,Visa Inc.,Financials,Transaction & Payment Processing Services,226.300003,5165000.0
VMC,Vulcan Materials Company,Materials,Construction Materials,214.770004,923200.0
WAB,Wabtec,Industrials,Construction Machinery & Heavy Transportation Equipment,103.559998,1381900.0
WBA,Walgreens Boots Alliance,Consumer Staples,Drug Retail,31.59,11495300.0
WMT,Walmart,Consumer Staples,Consumer Staples Merchandise Retail,155.050003,4701200.0
WBD,Warner Bros. Discovery,Communication Services,Broadcasting,11.78,27214800.0
WM,Waste Management,Industrials,Environmental & Facilities Services,166.740005,990900.0
WAT,Waters Corporation,Health Care,Health Care Distributors,259.73999,340400.0
WEC,WEC Energy Group,Utilities,Electric Utilities,88.919998,1354000.0
WFC,Wells Fargo,Financials,Diversified Banks,40.59,13618000.0
WELL,Welltower,Real Estate,Health Care REITs,79.57,2283600.0
WST,West Pharmaceutical Services,Health Care,Health Care Supplies,365.070007,341300.0
WDC,Western Digital,Information Technology,"Technology Hardware, Storage & Peripherals",37.560001,1862200.0
WRK,WestRock,Materials,Paper & Plastic Packaging Products & Materials,28.41,3261500.0
WY,Weyerhaeuser,Real Estate,Timber REITs,30.92,3412100.0
WHR,Whirlpool Corporation,Consumer Discretionary,Household Appliances,142.779999,559300.0
WMB,Williams Companies,Energy,Oil & Gas Storage & Transportation,31.07,7466900.0
WTW,Willis Towers Watson,Financials,Insurance Brokers,231.789993,829800.0
GWW,W. W. Grainger,Industrials,Industrial Machinery & Supplies & Components,748.090027,183400.0
WYNN,Wynn Resorts,Consumer Discretionary,Casinos & Gaming,105.25,1479500.0
XEL,Xcel Energy,Utilities,Multi-Utilities,62.860001,4010800.0
XYL,Xylem Inc.,Industrials,Industrial Machinery & Supplies & Components,110.669998,1529900.0
YUM,Yum! Brands,Consumer Discretionary,Restaurants,134.229996,1486300.0
ZBRA,Zebra Technologies,Information Technology,Electronic Equipment & Instruments,273.109985,285500.0
ZBH,Zimmer Biomet,Health Care,Health Care Equipment,142.809998,1110000.0
ZION,Zions Bancorporation,Financials,Regional Banks,27.08,2154000.0
ZTS,Zoetis,Health Care,Pharmaceuticals,167.539993,1729200.0
